id,summaries,Technology_Names,matched_NER_by_borders,matched_NER_final,NER_Extracted_Tags
fa9N939dZR6ZBj--op62TQ_0000,"['To offer a first class service at affordable prices specialties: window installation, glazing repairs, window maintenance, coloured glass Splashbacks, mirrors, table tops, greenhouse repairs,, owner at City glass UK Ltd']",,0,,
fV-HN0-LKI4fa2SoQYEgZQ_0000,"['Specialized in developing Greenfield operations, I design, implement and manage locally adapted Higher-Tech production systems for Herbal& medicinal crops, fruits& vegetables, rice, corn and other crops. As such I have established and expanded operations of agricultural startups in Egypt, Saudi Arabia, India, Thailand and Vietnam. based on my technical expertise in Open-Field and greenhouse irrigation, fertilization and Fertigation, plant protection and other Agronomic practices, I focus on operational and financial planning, organization and execution., new assignment sought by an Agriculture director with extensive experience in the Middle East, South Asia and Southeast Asia. please contact me at V.Kleinhenz@Gmail.Com. I specialize in developing, implementing and managing locally adapted Higher-Tech production systems for Greenfield and existing fruit& vegetable, rice, corn and other cropping systems. based on my technical expertise in Open-Field and greenhouse irrigation, fertilization, plant protection and other Agronomic practices, I focus on operational and financial planning and execution., agronomist designing and implementing farming systems, Agriculture director at Almendra( Thailand) Ltd., agronomist developing farming solutions']",,0,,
fRafERBxAaYktxXB2jfLmw_0000,['Director at greenhouse marketing& management company Ltd'],,0,,
fQ2M6qSAvNaxjaEtUh3k5A_0000,"['Restructuring analyst at Houlihan Lokey, sales at greenhouse software']",,0,,
fPlRkOpqNP-KIB5756IBhQ_0000,"[""I currently work as an associate producer at the triad, Uws, Nyc. I am also general manager of a new Nfp theater company, greenhouse ensemble, also Uws, Nyc. Prior to this, I produced and/ or directed 7 shows in NY and in Chicago, including work by Pinter, Simon, Hatcher, and Vogelstein. In preparing myself for work in the theater, I studied extensively with some of Chicago's best-known teachers/ directors. I have taken 30 or more courses in acting, directing, dance, musical theater, voice and improvisation. I have also completed a significant amount of Coursework in Broadway producing at the commercial theater Institute in NY and a related program at the Eugene O'Neill center in ct. In parallel to my theater work, I taught and practiced finance. I have an MBA in finance from the University of Chicago. Another relevant tangent to my theater experience is my work as a Gallerist in Chicago's West loop. My gallery Website can be found Online. I am also a graduate of the school of the art Institute of Chicago with a certificate in drawing., I provide unique and groundbreaking methods for the financing of Broadway shows. through my proprietary research, I particularly focus on reducing the volatility of the return stream from Broadway musicals and plays. I also provide general management services to off-Broadway shows. In preparing myself for work in the theater, I studied extensively with some of Chicago's best know teachers/ directors. I have probably taken 30 or more courses in acting, directing, dance, and improvisation. I have also completed a significant amount of Coursework in producing at the commercial theater Institute in NY and a related program at the Eugene O'Neill center in ct. In parallel to my theater work, I taught and practiced finance. I hold an MBA in finance from the University of Chicago. Another relevant tangent to my theater experience is my work as a Gallerist in Chicago's West loop. My gallery Website can be found Online. I am also a graduate of the school of the art Institute of Chicago with a certificate in drawing., my background blends the creative drive of theater and art exhibition with the Hardcore ANALYTICS of finance and finance teaching. In addition to being a general manager and producer, I am also a former Finance lecturer at major universities and the owner of a contemporary art gallery. Thus I am proficient in driving projects, classes, and exhibitions to a successful conclusion. of course, these pursuits require substantial project management skill, relationship building, a willingness to get my hands dirty, time and financial budgeting, improvising of solutions to last minute problems, and a little bit of Charisma., general manager at greenhouse ensemble and associate producer at the triad, financier to Broadway and general manager, Robert bills group LLC, founder at Chappy& friends: bringing focus to animal welfare""]",,0,,
fO2wbVrHwUDFwDzZlq7Jlw_0000,"[""View Tony Flannery'S professional profile on Linkedin. Linkedin is the ... translate articles, speeches, and other texts about the state of Chinese women's rights ..., I enjoy long walks on the beach and writing documentation., senior it support engineer at greenhouse software""]",,0,,
fJGhhNLyYOr4k1SHreHXIw_0000,"['Chief greenhouse officer at Gotham Greens, Cao at Gotham greens']",,0,,
fHeSOJHO-0tbAeyC0Co0aA_0000,['I studied Horticulture at Auburn University and graduated Summa CUM Laude with a bachelor of science focused on vegetable production. During my time at Auburn University I Researched Hydroponic growing methods and built and maintained a greenhouse based Hydroponic system.'],,0,,
fApZB-xresxfGn4uRs63mA_0000,"['Energy engineer at energy systems group. location ... solutions enable customer to reduce greenhouse gas emissions and upgrade aging infrastructure., senior engineer at ABM Industries']",,0,,
exKsl4ODypQ5iBsbkyvUcg_0000,"[""From already available products to the innovation of new, at Hanson'S water we get it done and at a value to our customers. I have been given the support by the team at Hanson'S to lead up our warehouse and purchasing initiatives. from the smallest to the biggest projects, let us show you why to choose us over the competition. always keeping cost within budget and giving our customers the excellent service we stand behind. If I don't know the answer, give me a few and I'll have you one., from already available products to the innovation of new, at Serv-All water conditioning we get it done and at a value to our customers. from the smallest to the biggest projects along with a company that stands behind their work, let us show you why to choose us over the competition. always keeping cost within budget and giving our customers the excellent service we stand behind. If we don't know the answer, give us a few and we'll have you one., from already available products to the innovation of new, Eden will take you through out the entire process of any water treatment and or Fertigation needs. We also deliver wholesale pricing to local vendors and the only Agriculture and greenhouse Netafim dealer in the Sate of Nevada., warehouse/ purchasing manager at Hanson'S water treatment, lead technician and sales at Serv-All water conditioning""]",,0,,
ex02akZGFbXlHz8XcJ5QbQ_0000,"['A Performance-Driven professional with experience in recruiting, Sourcing, retaining talent, and people ops. successful in managing high-volume and Multifaceted projects while effectively communicating and Partnering with the business. highly skilled in greenhouse( ATs), G-Suite,& diversity recruiting for Saas, Ad-Tech, Pub-Tech, B2B, and B2C companies., recruiting coordinator at Citi']",,0,,
ex-TfhIrAspgoznkkt4HSg_0000,['Business manager at greenhouse property management'],,0,,
evkKmUaJxS98yub7o40NjA_0000,"['The greenhouse advertising agency is a creatively led, full service integrated brand development company. The business Utilises relevant Through-The-Line, integrated media platforms to enhance strategically led creative solutions, resulting in measured brand growth., the greenhouse is a creatively led full service integrated brand development agency. advertising: design: Digital; Activations., owner of the greenhouse advertising agency, South Africa']",,0,,
erFkiCaGFlsH7XcpNDRGPw_0000,"[""Senior it engineer at greenhouse; director of photography& it at Ucof Academy; Nat'L technology chair at Aspp at greenhouse software, it manager, greenhouse; director of photography& it, Ucof Academy; Communications& technology chair, Aspp Natl""]",,0,,
epDCPRi6VjyFU8eZa2DVnw_0000,"['We are experts in product marketing, ANALYTICS, demand generation, field ... We currently have offices in San Francisco, New York, London and Tokyo . ... senior manager, marketing demand generation ... high Tech Start-Ups: web, social media, games, mobile, Apps! Bay area ... commercial marketing at Salesforce ..., Saas B2B director of demand Gen, marketing ops, sales development, alliances at greenhouse software, Inc., director, demand generation at greenhouse software, Inc., Co-Founder& president at Streetwise consulting group, director, demand generation at Toutapp, Inc., senior director, demand generation@ Memsql']",,0,,
enlkfId-5WXsRcG7B4m6WQ_0000,"['1- research& development, drought tolerant crops and varieties. 2- greenhouse project management. Planing, General design, building management ... 3- Hydroponics systems design and installation., 1- research& development, drought tolerant crops and varieties. 2- greenhouse project management. 3- Hydroponics systems design and installation.']",,0,,
el0-sTXJ3VyN1nxGdMOhEA_0000,"['Problem Solver with keen ability to identify key issues, evaluate strategic options and develop profit optimizing solutions across the spectrum of business operations. energy industry executive with broad corporate enterprise level, operating unit and, more recently, third-party strategic consulting experience in project development, acquisitions and divestitures, policy formation and advocacy, regulatory strategy, regulatory and government relations, and strategic planning. significant experience in natural gas transmission, wholesale electricity markets, and climate impact issues management. proven ability to build and lead teams with record for issues analysis and converting new policies to business practices which optimize profitability. current issues of particular interest* electric/ gas reliability* LNG exports: regulatory issues and global variables* shale development: infrastructure issues* climate issues( Hydraulic Fracturing, greenhouse gas)* mergers/ acquisitions and due diligence, consultant, energy projects and issues management']",,0,,
ejsioLSNVN7QaHKu0isQUw_0000,['Vice President at Nicholas greenhouse Inc.'],,0,,
ejaQPITqbNoHXJ4IBniWMw_0000,"['I have high command of Team-Working and problem solving in a Multidisciplinary environment who has worked for national, International, and private sector environmental projects as consultant, adviser, and manager. specialties: environmental engineering, environmental management, Waste management, water and wastewater treatment, greenhouse gases emission, modeling, oily water and wastewater treatment and Entrepreneurship activities., University lecturer at Isalamic Azad University-Pardis branch, Saze Sazan Gostar Cando']",,0,,
eW0db5gMy4lyXzBCT4x02Q_0000,"[""We grow outstanding Hydroponic produce, 10 varieties of Lettuce, 6 varieties of heirloom and Cherry tomatoes, Watercress, Basil, Cilantro{ ginger and Raspberries too} supplying a 4 state area, most year round. customers include whole Foods and Wegmans stores. Coastal Sunbelt produce, Hearn Kirkwood, place Vendome, G. Cefalo, Tony Vitrano and other Distibutors. We also serve DC central kitchen and wonderful patrons at 4 farmers markets ... silver spring, Bethesda, Rockville, Md. Berkeley Springs, Wv. Our current production{ 2ND largest in Wv.} 30 greenhouses 84,000 sq. ft ... we are one of only a few Hydroponic operations that is gap certified.{ USDA food safety program}. farm to school program, local, statewide and national is important to us as we supply our local school system with produce and support year round., we grow outstanding Hydroponic produce{ ginger and Raspberries too} supplying a 4 state area, most Yearround. customers include whole Foods and Wegmans stores. Coastol Sunbelt produce, Hearn Kirkwood, place Vendome, G. Cefalo, Tony Vitrano and other Distibutors. We also serve wonderful patrons at 5 farmers markets ... silver spring, Bethesda, Rockville, Md. Leesburg Va. Berkeley Springs, Wv. Our current production{ 2ND largest in Wv.} can't keep up with demand so we are planning more expansion in 2014, one acre, that will establish us as the largest grower in Wv .. we are one of only a few Hydroponic operations that is gap certified.{ USDA food safety program}. farm to school program, local, statewide and national is important to us as we supply our local school system with produce and support year round., owner/ operator at Mock'S greenhouse and farm""]",,0,,
eQKwb3kBUjMmeefMuK-FRA_0000,"['I am an experienced Comms planning manager looking for a new challenge within a different client sector and market. I am highly personable, efficient and Insatiably curious. I am currently seeking job Opprtunities in Sydney., communications executive at greenhouse Groupm, communications manager at greenhouse Groupm']",,0,,
eL4YY0E1CfyjV5RqS7JaDg_0000,"['Mr. Bhat has 10 years of experience in environmental consulting. His expertise includes the preparation of State and Federal air quality permitting, emission estimating, air dispersion modeling, hazardous air Pollutant and greenhouse gas emissions estimation and air emissions inventory preparation. He has extensive experience working with clients from a wide variety of industry sectors including chemical plants and terminals, bulk material handling facilities, electric generation plants, upstream and midstream oil and gas facilities, pulp and paper products industry and synthetic chemical manufacturing plants. Additionally, Mr. Bhat has experience in emissions and compliance reporting, including annual compliance Certifications, greenhouse gas( Ghg) reporting, tier II reporting, and toxic release inventories( Tris)., Aditya Bhat. air quality engineer at Aecom. location: Austin, Texas area ... graduate environmental engineer/ air dispersion Modeler. Aecom. February 2014 ..., air quality engineer at URS corporation']",,0,,
eGVpQpYytav2uJW8JPc7FA_0000,"[""Before greenhouse ventures, Tyler was business analyst and community manager for Cophilly- the first Crowdfunding accelerator- where he was responsible for social media communications and portfolio management and operations. Tyler Consults with early stage startup companies on business development, Go-To-Market strategies, Digital media campaigns, and identifying capital and staffing needs., community manager for Cophilly, the world's first Crowdfunding business accelerator program. founder of greenhouse ventures LLC, a business accelerator program specific for ancillary startups in the Cannabis and Hemp industry. Entrepreneurship degree from temple University. extensive research in the Cannabis industry., Co-Founder of greenhouse ventures LLC at greenhouse ventures LLC, operations manager/ Co-Founder of greenhouse ventures LLC""]",,0,,
eGDiH0EMFlHwWnRlN8ltlg_0000,"[""Cesira has an array of knowledge in the Sustainability field gained through academic research, policy and project development. She has worked across a range of industries as well as on local, state and Federal Government projects. Cesira possesses a range of skills that can assist organisations in driving their future growth through the adoption of Sustainability principles and tools. She is particularly interested in the intersection between social capacity, environmental outcomes and business needs. She has assisted and managed a diverse array of projects, from Sustainability audits, strategic planning and system development, through to social issues studies, social impact assessment and community engagement. Cesira also has experience with change management, training and development having worked as an Organisational development consultant( predominantly in the resources sector) for a number of years. In addition Cesira has worked on a number of projects involving climate change, greenhouse and energy efficiency/ management., I am a Sustainability professional with experience in academia, policy and project development, strategy design, change management, social issues studies, social impact assessment and community engagement. I have worked across a range of industries as well as on local, state and Federal Government projects. I am passionate about clean Tech and the application of innovation in solving Sustainability issues. I'm driven to assist organisations to opt for positive change and growth through the adoption of Sustainability and innovation. I'm particularly interested in the intersection between social capacity, environmental outcomes and business needs., I have a background in Sustainability, Renewables, Organisation development and business planning and have worked across a range of industries as well as on local, state and Federal Government projects. I'm really passionate about clean Tech and the application of innovation in solving Sustainability issues. I'm driven to assist organisations to opt for positive change and growth through the adoption of Sustainability and innovation. I'm particularly interested in the intersection between social capacity, environmental outcomes and business needs., Sustainability consultant at Rytech Australia, Co founder at Sunovate Pty Ltd""]",,0,,
e82BgQQs0oarVLFxphtCxQ_0000,"[""To say now is an exciting time to be in the energy industry is an understatement. This is a period of massive development, innovation and global reform that will see the way we generate, transmit and consume energy transform dramatically. We are truly in the midst of an energy revolution and Messaging and communication strategy has never been more important for industry players looking to dominate their market., delivering Stakeholder mapping, research and bids& tender support for the energy sector. Institute of director's vice chair for Cumrbia branch: clean growth lead. one of PR week's 29 under 29 in 2012., one of PR week's 29 under 29 in 2012. focused, results driven business professional working in the energy industry. I bring enthusiasm, strong PR and marketing skills and sharp business acumen., delivering communications programmes, bids& tender support and research for the energy sector. key clients BEC& greenhouse PR. one of PR week's 29 under 29 in 2012. proud Iod 99- er., view Kate Garratt'S professional profile on Linkedin. Linkedin is the world's ... communications coordinator at Britain's energy coast. location: Cockermouth ..., operations and Stakeholder engagement manager at Britain's energy coast, energy networks| sustainable building| distributed generation, communications coordinator at Britain's energy Coast""]",,0,,
e6m1nj1XiRZgcUEScQBgJg_0000,"['I have started a. com business with my wife- green shadows Japanese maples and specialty trees but would also like to get back into the public sector of greenhouse operations management or project management in buildings and operations. I have been involved in the Agriculture/ Horticulture arena since 1985 and have worn the hats of a traditional, an alternative, an Ipm, and an organic farmer. Other hats to include technical college instructor, a specialist in greenhouse Agriculture at the University of Illinois. a consultant on many greenhouse construction and operation systems public and private. Lastly, as a local media plant guru in Champaign, Urbana Il while at the University of Illinois with my plant of the week segment on Wcia channel 3 which I did for 3 years before leaving to take over as the city of Milwaukee nursery and greenhouse manager. as the manager of the city of Milwaukee greenhouse and nursery I expanded my experience in management, equipment SPEC writing, purchasing, and project management I. E. modernizing all nursery facilities., University of Illinois at Urbana-Champaign ... I was the lead for the deer Hunter volunteer program at the Allerton park diversified farm and I volunteered to ..., at green shadows Japanese maples Greenshadowsillinois Department of Agriculture/ Illinois Department of Agriculture, Urban-Gro director of integrated pest management/ green shadows Japanese maples, at green shadows Japanese maples at Harryland Hydroponic farms, at green shadows Japanese maples Greenshadowstress.Com']",,0,,
e5dRDY5kreVzV0rgxtBwHQ_0000,"['Our vision at changing lives is to make a difference in the lives of our veterans and their families and those who are affected by unemployment, homelessness, drug and alcohol abuse and the problems associated with Re-Entering society after periods of military service, Incarceration and homelessness . \n . we feel that with our Holistic approach we can and will change the way we care for our loved ones who are trying to change their lives. Our mission is to build self-esteem and improve their quality of life. to this end we are totally committed. specialties: consulting services for supportive and transitional housing supportive services for veterans property management food and clothing drives book giveaways for children certified Facilitator outreach coordinator mentor programs we have partnered with gather Baltimore and Brooklyn greenhouse community and local farmers to help people in food deserts to gain access fresh fruits and vegetables to feed their families., our vision at changing lives Md is to make a difference in the lives of our people. We help those who are affected by unemployment, homelessness, drug and alcohol abuse and the problems associated with Re-Entering society after periods of military service, Incarceration and homelessness. We feel that with our Holistic approach we can and will change the way we care for our loved ones who are trying to change their lives. Our mission is to build self-esteem and improve their quality of life. to this end we are totally committed. specialties: veteran supportive services consulting for supportive and transitional housing Reentry services independent housing Acupuncture yoga Holistic health job preparedness addiction treatment mentoring food and clothing drives the African Griot book fair for children mental health property management outreach Coordinators assisted living, servant at changing lives Md']",,0,,
dxr314EBs-SEQA7935mn1Q_0000,"['Leadership: greenhouse( 2011)- long term Devolopment program for preparation of potential leaders covering following Trainings:- project management basic workshop- managers skills- hr processes- labour law- controlling& Finance- time management- coaching Tieto leadership foundation( 2014)- long term leadership development program in Singtuna( Sweden) and in Majvik( Finland) lean @Tieto presentation skills negotiation skills project management: Itil foundation software developer. programming skills: C++, SQL,. Net, Php, Mysql, Html. basic skills: Java, Tcl/ TK development tools: MS visual studio, MS SQL server management studio, eclipse, synergy., leadership: greenhouse- long term Devolopment program for preparation of potential leaders covering following Trainings:- project management basic workshop- managers skills- hr processes- labour law- controlling& Finance- time management- coaching lean @Tieto presentation skills negotiation skills Tieto leadership foundation- long term leadership development program in Sweden and Finland project management: Itil foundation software developer. programming skills: C++, SQL,. Net, Php, Mysql, Html. basic skills: Java, Tcl/ TK development tools: MS visual studio, MS SQL server management studio, eclipse., continuous service manager& project manager at Tieto, continuous service manager& team leader at Tieto, customer manager at Tieto']",,0,,
dxn8F0lJbHqJgiZ0eaSEbQ_0000,"['Seasoned Sustainability professional with 10+ years of experience designing and executing environmental management strategies in Ngos, corporations, and the Federal Government. accomplishments include:( 1) leading partner relations and communications for the us EPA climate leaders program to reduce greenhouse gas emissions with more than 200 corporate partners;( 2) advising fortune 500 companies in the pharmaceutical and financial sectors on climate change mitigation; and( 3) building internal capabilities in my current role with Campbell soup company on Sustainability practices in facilities management, supply chain, and corporate strategy. dedicated to making a difference every day at work and in my community., Sustainability professional working with large corporations to improve environmental management. capabilities include energy management to increase efficiency and track use, greenhouse gas accounting and goal setting, employee engagement, program development, assessment and management, and strategic communications. passionate about making a difference every day., ... and contributed to internal Sustainability strategies at Johnson controls related to supply chain management, Waste management, Ghg emissions accounting, ..., manager Sustainability integration and Metrics at Campbell soup company, corporate social responsibility specialist at Campbell soup company, senior manager supply chain Sustainability at Campbell soup company, Pdh- software development- coding and development, application development and maintenance, operations and supply chain']",,0,,
dxJKFClx-5idOt2yD6pIkA_0000,"['Project management; business management sustainable engineering; structural engineering life cycle assessment; Quantification of greenhouse gas emissions research, research management& education, director of R& D center of excellence in architecture, engineering and design- Univ. Europea, head of urban planning, civil and aerospace engineering Department']",,0,,
doA5BsGBTidrz9Rsvv6TNQ_0000,"['Actively looking to build a career in the landscaping or Horticulture field. skilled in plant management, problem solving, industry technology, home repair, and contracting. strong community focused skilled professional with a diploma in Horticulture technology from Bidwell training center Inc. While at Bidwell I particularly focused on land conservation, land management, plant management, plant selection, landscape design and greenhouse growing.']",,0,,
dm1iMLxha-yRQi63Ty8wUA_0000,"[""B. S. In Horticulture, ten plus years of management experience, focus on greenhouse production and public Horticulture., contractual Horticulturalist for private client, Horticultural assistant at Chadwick Arboretum and learning Gardens, full-time student, assistant grower at Osu Howlett greenhouse, contractual Horticulturalist, production manager at Thorson'S greenhouse, student and contractual Horticulturalist, grower at Thorsons greenhouse""]",,0,,
dhx2YmVwaCHlj8nyOFSHPg_0000,"['Digital producer at market traders Institute, Inc, student at University of central Florida, Digital PR intern at greenhouse agency, Curation intern at Izea']",,0,,
dhdHW056rQToEci6lgThgg_0000,"['Project leader Csiro Digiscape future science platform greenhouse gas carbon project. The project is developing tools for producers to more efficiently participate in land sector carbon abatement projects. Peter leads currently leads the knowledge delivery team capabilities include:- program design and management- project leadership and management- Digital and data strategy development- strategic analysis, leadership and planning, for research, research business development and human resources. Research interests include:* development of data strategies* use of information Retrieval technologies to deliver Digital information* what is design for Digital?* scientific Workflow tools as clients for information systems* the role of provenance information in aiding Repeatability and transparency of Bio-Phiysical Modelling and reporting., research program leader at Csiro, team lead manager at Csiro']",,0,,
dblJzjrG2hY9ZBrNiLDaOQ_0000,"['Vp at concept greenhouse& garden supplies, Inc.']",,0,,
dZFPjzr2sUgvkJ2I3nyBiA_0000,"['Corporate strategy Digital strategy management consulting Entrepreneurship specialties: Digital financial services consumer goods retail consumer foodservice greenhouse gas inventories and projects, associate vice president, branch channel strategy at Td, vice president, financial planning at Td']",,0,,
dUVGWoKfZbPlTQ8qkAwtog_0000,['Director at Eyedea 2 Ltd and greenhouse London Ltd'],,0,,
dEwTuIYtobBMhWYQCIccjg_0000,"['Specialising on high value crops( Continental Cucumbers) inside greenhouses. currently looking for an opportunity to expand the business in both greenhouse and field crops, possible a joint venture.']",,0,,
dBLxgjldeOWfH3jihcwU5g_0000,"[""I am an environmental lawyer, writer, teacher and scholar who has worked on climate change issues from the Hyper-Local to the International level for more than a decade. as the executive director of the Sabin center for climate change law, and a research scholar and lecturer at Columbia law school, I provide strategic vision, oversee research and publication efforts, lead advocacy projects, engage with earth Institute and external partners, and run operations at one of the nation's Premier climate law centers. I also teach and work with a Cohort of outstanding law students. We are at a critical inflection point, and all of my professional efforts are turned towards developing new understandings of the nature of climate change and new approaches to solving the twinned problems of reducing greenhouse gas emissions and adapting to current and projected climate impacts., specialties: environmental law, natural resources law, administrative law, law& humanities, writing, editing, executive director, Sabin center for climate change law at Columbia law school""]",,0,,
d60zicB7akK3y4rGS2W6fA_0000,"['I am a specialist in know-how transfer and capacity building for waste to energy and integrated Waste Management projects. over 50 successful projects implemented over the last 14 years in Turkey, Belarus and Dubai. We enable Developping countries to efficiently reduce greenhouse gases caused by insufficient Waste management. I am active in public awareness and social change programs to reduce carbon Footprints- circular economy, initiator of ECO 2Cevap and Ecoice programs, Berater in Deponie gas und Intergrierten Abfallwirtschafts Projekten, initiator Lokale Klima Aktion platform Ecocevap, consultant for sustainable waste to energy and Waste Management projects']",,0,,
d5CZ8j-DPVu-nP-ydMXQ3A_0000,"[""A motivated, sociable and high achieving start up specialist marketing professional. performs well under pressure, enjoys working in varied environments on an individual basis or as part of a team and on the road, has the drive and ambition to succeed. DM me about new business opportunities. specialties: commercial opportunities, strategic marketing planning, strategic business change planning, tactical delivery, Crm, Stakeholder management, campaign management, marketing strategy, new business setup, event Organisation and other general management skills including people management., view Tom Webster's professional profile on Linkedin. Linkedin is the world's largest business network, ... large fall in UK greenhouse gas emissions of over 8% last year. April 9, 2015 ... UK construction network · Nottingham business Club ..., director at Webster homes""]",,0,,
d2v6667l5dcDBbo25YSj9Q_0000,['Manager at greenhouse cultures'],,0,,
d2jfj8pUSrsTHDqjWfAvTA_0000,"['I look forward to assisting people in creating their dreamed special event because it leaves wonderful memories for a lifetime. We have a large antique barn for events and a greenhouse on site to provide fresh organic flowers and some produce for sell. a bed and breakfast studio in our new cabin is available for those wanting to have a country experience away from the city., owner of"" old barn berries and bloom""']",,0,,
czFRzl4K4WCAyP4-F6F8kw_0000,"['Entrepreneurial business manager and health Foodie. adding value to the global foodservice and food retail communities through 4 projects: 1) geographical expansion- Ksa& Kuwait 2) strategic and operational direction- Qatar& Oman branches 3) systems solution- International restaurant chains 4) brand portfolio development specialties: financial management, sales development, operational management, cost optimization, sales operations, acquisitions, Broadline distribution, system distribution, strategic alignment, joint value creation, managing a business, managing a function, managing managers, business planning, category management, trade marketing, In-Store innovation, recruitment, leadership pipeline, leadership development programs, Situational leadership, emotional& social intelligence. business development track record with leading principals, chief among them: Sysco, Savencia Fromage& dairy, Delifrance, Patisfrance, Dgf, the Cheesecake factory bakery, McCain foods, the Lactalis group, Unilever food solutions, Procter& Gamble, and the Clorox company., entrepreneurial business manager and health Foodie. adding value to global foodservice and food retail through 4 projects: 1) market entry- Ksa& Kuwait 2) business management- Qatar& Oman operations 3) portfolio development- GCC 4) International restaurant chains- GCC specialties: financial management, sales development, operational management, cost optimization, sales operations, acquisitions, Broadline distribution, systems distribution, strategic alignment, joint value creation, managing a business, managing a function, managing managers, business planning, category management, trade marketing, In-Store innovation, recruitment, leadership pipeline, leadership development programs, Situational leadership, emotional& social intelligence. business development track record with leading principals, chief among them: Sysco, Savencia Fromage& dairy, Delifrance, Patisfrance, Dgf, the Cheesecake factory bakery, McCain foods, the Lactalis group, Unilever food solutions, Procter& Gamble, and the Clorox company., entrepreneur in the making. rounded business manager. health Foodie. currently setting up two operations in Ksa and Kuwait and directing Qatar and Oman businesses for a leading food solutions provider. specialties: market entry, profitability, positive cash flow, sales development, exclusive agreements, strategic alignment, joint value creation, managing a business, managing a function, managing managers, business planning, category management, trade marketing, In-Store innovation, recruitment, leadership pipeline, leadership development programs, Situational leadership, emotional& social intelligence. business development track record with leading principals, chief among them: Sysco, Savencia Fromage& dairy, Nutrixo, Puratos, McCain foods, the Lactalis group, Unilever food solutions, Procter& Gamble, and the Clorox company., general manager UAE and area director MENA at Julius Meinl Industrieholding, regional business development manager- Gulf countries at greenhouse UAE, regional business development manager greenhouse foodstuff trading LLC, commercial manager at Transmed']",,0,,
cuhAUjA8o5IeErTb21R7hA_0000,['Purchasing manager at Griffin greenhouse supplies'],,0,,
ctF4ZKA7Yg8xy7ukPrM3wA_0000,"['My team blends the best automation in the Horticulture industry with internally developed solutions to bridge the gap between large scale greenhouse production and and the precise plant movement/ tracking required for a prescriptive plant breeding program., site automation systems lead at Bayer crop science, automation engineer at Monsanto company']",,0,,
cpp8X4DMGgcsa1vhsQ1-qw_0000,"['State University of New York college of environmental sciences and forestry ... projects throughout the United States and managing Highrise construction in the New York City metropolitan area . ... medical student at Lake Erie college of Osteopathic medicine ... chief operating officer at University of Pennsylvania., my fifteen years of experience in the construction industry includes managing Highrise construction in the New York City metropolitan area and developing commercial scale Hydroponic greenhouse projects throughout the United States., my twelve years of experience in the construction industry includes developing commercial scale Hydroponic greenhouse projects throughout the United States and managing Highrise construction in the New York City metropolitan area., director of capital projects at Hudson River park trust, project manager at the Liro group']",,0,,
cRTsXEY-ypM0ZkQiGMsh0A_0000,"['As the senior director of membership and healthy living, my focus is to create, implement and evaluate new programming while driving revenue by increasing membership both at the branch and Association level. My role involves leadership for eight directors/ Coordinators as well as developing wellness programming for the community. by collaborating with community partners in the Bay area, our team enhances offerings to our members and serves the needs of other groups such as assisted living centers, hospitals, and neighborhood agencies. The Overarching goal is to support an individuals journey of health and well-being. attaining trust and inspiring confidence via extensive interaction, attentive service and efficient problem solving with the management and staff teams to create a seamless member experience is essential to my success as a manager. budget management with realistic forecast goals is key while leading these large departments with over one hundred staff. My role at the branch ranges from programming to facility management to insure excellent results., Suzy has been practicing and studying Mindfulness and behavior change for over 25 years and brings her experience to others through teaching and coaching. She launched her company, greenhouse wisdom, to lead others through Change--Gently and effectively as a greenhouse offers a safe and protected environment in which plants grow and thrive. We all need to create the discipline and environment to make and maintain change. as a former YMCA director, Suzy brings her knowledge of day-to-day challenges and building teams through the lens of self care. Suzy has also worked in the medical arena, bringing guided meditation and massage to chronically and Terminally ill patients, their families and Caregivers to support their quality of life. blending her masters degree in counseling psychology and Certifications in yoga therapy, interactive guided imagery, Qi Gong, massage therapy and meditation, she Melds a variety of proven techniques to Individualize her coaching/ teaching based on focused objectives., as the director of the health& wellness and group exercise departments, my focus is to create, implement and evaluate new programming while driving revenue in offering desirable fitness programs to our members. collaborating with community partners in the Bay area offers our members access to wellness lectures, screenings and discounts which enhances their journey to health and well-being. attaining trust and inspiring confidence via extensive interaction, attentive service and efficient problem solving with the management and staff teams to create a seamless member experience is essential to my success as a manager. budget management with realistic forecast goals is key while leading a 15- members wellness team and 65- member group exercise team. My role at the branch ranges from programming to facility management to insure excellent results., high energy people operations leader with deep experience in designing, implementing and managing health, wellness and employee benefits programs. manage hiring, training, mentoring and performance management of 250 employee operation. oversee 7 day/ week, 17 hour/ day facility serving 6,600 members. exceptional interpersonal skills, Self-Motivated, ambitious, and articulate. key skills: health and wellness management; employee hiring, mentoring, coaching; project management; membership services; team building; program creation and implementation Suzannedito@Gmail.Com, senior director of membership and healthy living at YMCA of San Francisco, director of wellness and group programming at YMCA of San Francisco, the mindful body, general manager& greenhouse wisdom, owner']",,0,,
cR4w7uosNlEg4nQUNEdBmQ_0000,"[""SR advisor, greenhouse gas at Canadian oil sands innovation alliance ... matt supports the greenhouse gas( Ghg) environmental priority area( EPA) for Cosia ... and relevant policy context into decision making processes at all levels . ... matt has a degree in applied science in engineering from Queen's University, and ..., director, greenhouse gases at Canada'S oil sands innovation alliance""]",,0,,
