,id,summaries,exact_matched_patt_contextual,string_match_prediction,Tech_Label,TP_entries_TECH,FP_entries_TECH,FN_entries_TECH,FP corrected,TP,FP,FN,Precision,Recall,f_score
143,BylRznLjq0BmX6qDewW8RQ_0000,director bizzin pty ltd red rooster over 15 years in corporate commercial digital pos print and communications industry success in managing estimating production team experience in prism davinci quote print and bright blue proven success in implementing maintaining and developing bright blue mis system project management print management career driven and focussed specialties extensive offset printing background specializing in quoting estimating production planning and purchasing over 15 years in corporate commercial digital pos print and communications industryn success in managing estimating production teamn experience in prism davinci quote print and bright bluen proven success in implementing maintaining and developing bright blue mis system n project managementn print managementn career driven and focussedn specialties extensive offset printing background specializing in quoting estimating production n planning and purchasing director bizzin pty ltd at red rooster,['prism'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
144,BYrjE5a2bv27bVDzTC6JJA_0000,team lead physician recruiting at onyx md responsible for placement of awesome primary care physicians into healthcare facilities by matching licenses board status credentials professional certifications and designations as applicable per state and federal regulations establish new clients and maintain communication and rapport with existing clients to encourage a longterm working relationship negotiate contract terms with clients and candidates and extend negotiate offers as the only physician owned staffing agency in the healthcare industry onyx md is a leader in locum tenens contract staffing and contingency direct placement staffing for physicians physician assistants and advanced nurse practitioners hospitals and other forms of healthcare delivery systems across the country have become increasingly reliant on temporary staffing solutions as both a means to fulfill stop gap coverage as well as for finding a permanent fit senior recruiter consultant at onyx md nnresponsible for placement of awesome primary care physicians into healthcare facilities by matching licenses board status credentials professional certifications and designations as applicable per state and federal regulations establish new clients and maintain communication and rapport with existing clients to encourage a longterm working relationship negotiate contract terms with clients and candidates and extend negotiate offers as the only physician owned staffing agency in the healthcare industry onyx md is a leader in locum tenens contract staffing and contingency direct placement staffing for physicians physician assistants and advanced nurse practitioners hospitals and other forms of healthcare delivery systems across the country have become increasingly reliant on temporary staffing solutions as both a means to fulfill stop gap coverage as well as for finding a permanent fit team lead physician recruiting at onyx md responsible for placement of primary care physicians into healthcare facilities by matching licenses board status credentials professional certifications and designations as applicable per state and federal regulations establish new clients and maintain communication and rapport with existing clients to encourage a longterm working relationship negotiate contract terms with clients and candidates and extend negotiate offers as the only physician owned staffing agency in the healthcare industry onyx md is a leader in locum tenens contract staffing and contingency direct placement staffing for physicians physician assistants and advanced nurse practitioners hospitals and other forms of healthcare delivery systems across the country have become increasingly reliant on temporary staffing solutions as both a means to fulfill stop gap coverage as well as for finding a permanent fit senior recruiting beast at onyx md recruiting team lead at onyx md,['onyx'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
145,C0fjLbFXo5PoZmKNM4bhQw_0000,senior it consultant with 24 years industry experience prior employers apptius computer solutions mind computer products self employed it consulting specialties server san infrastructure planning disaster recovery planning datacentre services server and storage virtualization wan lan architecture cloud computing network security desktop deployments desktop virtualization it resource augmentation software development outsourcing senior it consultant with 25 years industry experience prior employers apptius computer solutions mind computer products self employed it consulting specialties server san infrastructure planning disaster recovery planning datacentre services server and storage virtualization wan lan architecture cloud computing network security desktop deployments desktop virtualization it resource augmentation software development outsourcing view paul thorvaldsons professional profile on linkedin location winnipeg canada area industry information technology and services this history of improvement in sales and customer service and having technology as an enabler after careful thought over the last 5 months i am announcing that i am officially retired i guess you could say i am a modern day retiree i am funding my retirement by day trading mainly on the nasdaq stock exchange cheers paul i am a trusted advisor and senior it professional with 27 years of it solutions consulting experience i am a trusted advisor and senior it professional with 28 years of it solutions consulting experience director sales marketing at epic information solutions investment banking front office investment banking back office sales ops marketing corpdev retail banking back office,['epic'],['enabler'],[],[],['enabler'],[],[],0,1,0,0.0,0.0,0.0
146,C20CZHmAJ8BjBk-bDQw7HA_0000,currently signed with media artists group i have studied with some of the most influential acting teachers and coaches in los angeles including john markland diana castle saxon trainor scott sedita and more currently searching for theatrical reps currently signed with media artists agency and looking for theatrical rep i have discovered the secret of the profession love the work currently looking for passion projects i have discovered the secret of the profession love the work actor writer director in the entertainment industry actor in the entertainment industry,['saxon'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
147,C4fDJJPTR38FrvFkrEUaHw_0000,specialties change management strategic planning fundraising trusted ceo advisor business development postmerger assimilation innovation corporate affairs emergency preparedness information security policy global network media appearances she is now an active real estate associate in the naples florida area personal website wwwemilylandiswalkercom specialties change management blockchain strategic planning fundraising trusted ceo advisor business development postmerger assimilation innovation corporate affairs emergency preparedness information security policy global network media appearances personal website wwwemilylandiswalkercom specialties innovation corporate affairs strategic planning fundraising trusted ceo advisor business development postmerger assimilation emergency preparedness information security policy global network media appearancesnnpersonal website wwwemilylandiswalkercomnwork website wwwocsialcom global financial services executive location new condo for sale in lovely pelican bay naples fl my first listing with premier sothebys international global financial services executive specializing in blockchain cryptocurrency ecosystem global financial services executive at landis co sweetbridge global financial services executive global head corporate affairs at ocsial group,['pelican'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
148,c9Cx2cYg2fn3fy62rxq0wA_0000,it risk project manager security engineer highly competent visionary security management professional with distinct leadership abilities accompanied with exceptional technological skills catalyst in initiating and effecting change to propel overall technological and or organizational effectiveness skilled and talented in structuring teams for optimal performance and alignment with corporate goals record of recruiting highly qualified selfdirected performers and leading teams to exceed expectations directly impacting bottomline results creative problemsolver who is outgoing personable and articulate specialties mcafee sales engineering security computer security product and application security risk management software security integration saas business development it strategy it management consulting problem solving it outsourcing email security startups sales business continuity it project program management it project implementation senior leader providing advisory strategy and architecture services in the it security space strength architecting solutions using various security tools with software applications diagnostic and analytical skills with a background in the urgent resolution of product security incident response issues highlights gather security corrective action performance data generate report deliver psirt metrics to senior management execute product security bulletins and publish cve lists to mitre manage enterprise vulnerability and patching through identifying and remediating liabilities oversee security development lifecycle sdl and product security maturity model psmm execute product security tools sast iast dast fuzz testing and vulnerability scans key skills cyber security product security application security texas am universitycommerce recommendations 2 the city of amarillo activities and societies photographer for the campus newspaper and yearbook product and application security incident response team engineer team lead at mcafee product security incident response team engineer at intel security senior security application infrastructure manager at citi product security incident response team lead at mcafee,['intel'],"['lifecycle', 'intel']",['intel'],['intel'],['lifecycle'],[],[],1,1,0,0.5,1.0,0.6666666666666666
149,cBJYKbR7Q7Wb7Qf967OWhQ_0000,professional with 15 years of progressive experience in it telecom sales and the skills to drive business growth capitalize on new revenue potential and manage all aspects of daily business operationsnnspecialties expertise in product and solutions sales for enterprise computing software storage and data communication wired and wireless nproven ability to develop or manage channel and key account relationshipsnexceptional leadership organizational oral written communication interpersonal analytical and problem resolution skills thrive in both independent and collaborative work environments channel development manager at netapp,['netapp'],['netapp'],['netapp'],['netapp'],[],[],[],1,0,0,1.0,1.0,1.0
150,cCj36bfvUCFTdxn93aSsFA_0000,bmc ruimte detacheert professionals binnen het fysieke domein wij bemiddelen oa vergunningverleners projectleiders projectsecretarissen adviseurs ro handhavingsjuristen adviseurs grondzaken vastgoed duurzaamheid energietransitie of omgevingswet of het nu gaat om een trainee medior senior of een functie als interimmanager voor elk capaciteitsvraagstuk bieden wij een passende oplossing aan ik ga bij elke aanvraag voor de juiste match geen strak verkoopverhaal maar oprechte interesse in mijn gesprekspartners en de uitdagingen waarmee het ruimtelijk domein te maken heeft dat is waar ik voor sta en de uitdagingen binnen het ruimtelijk domein zijn fors omgevingswet klimaat en energie en locatie en gebiedsontwikkeling vragen om adviseurs met zowel inhoudelijke expertise als verbindende vaardigheden elke dag ben ik bezig om de vragen van mijn opdrachtgevers te koppelen aan de persoonlijke ambities van onze adviseurs maatschappelijk van betekenis zijn voor de klant en de adviseur is wat mij drijft tel 0653626841 email casperhopman bmcnl professionals met verstand van ruimtelijk domein ja die hebben wij bmc ruimte detacheert professionals binnen het fysieke domein wij bemiddelen oa vergunningverleners projectleiders projectsecretarissen adviseurs ro handhavingsjuristen adviseurs grondzaken vastgoed duurzaamheid of omgevingswet of het nu gaat om een trainee medior senior of een functie als interimmanager voor elk capaciteitsvraagstuk bieden wij een passende oplossing aan ik ga bij elke aanvraag voor de juiste match met de organisatie voor de betreffende functie relaties opbouwen op basis van vertrouwen een goed luisterend oor en het meedenken in oplossingen die om maatwerk vragen dat is waar ik voor sta door de combinatie van mijn vakkennis en mijn brede ervaring binnen de lokale overheid kan ik juist die meerwaarde bieden als gesprekspartner het delen van kennis en het leggen van verbindingen daaraan ontleen ik elke dag weer energie tel 0653626841 email casperhopman bmcnl professionals met verstand van ruimte ja die hebben wij bmc implementatie ruimte detacheert professionals binnen het fysieke domein wij bemiddelen oa vergunningverleners projectleiders projectsecretarissen adviseurs ro handhavingsjuristen adviseurs grondzaken vastgoed of omgevingswet tegen scherpe tarieven of het nu gaat om een junior senior of een functie als interimmanager voor elk capaciteitsvraagstuk kunnen wij een passende oplossing bieden ik ga in elke aanvraag voor de juiste match voor de betreffende functie relaties opbouwen op basis van vertrouwen een goed luisterend oor en het meedenken in oplossingen die om maatwerk vragen dat is waar ik voor sta door de combinatie van mijn vakkennis en mijn brede ervaring binnen de lokale overheid kan ik juist die meerwaarde bieden als gesprekspartner het delen van kennis en het leggen van verbindingen daaraan ontleen ik elke dag weer energie tel 0653626841 email casperhopman bmcnl bmc implementatie ruimte omgevingswet gebiedsontwikkeling vastgoed recht duurzaamheid detacheren overheid bmc implementatie ruimte omgevingsrecht gebiedsontwikkeling vastgoed detacheren overheid relatiemanager bmc implementatie ruimte omgevingswet gebiedsontwikkeling vastgoed omgevingsrecht detacheren overheid bmc ruimte omgevingswet gebiedsontwikkeling vastgoed recht duurzaamheid detacheren overheid,['casper'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
151,CfNcsuWjAlpFIr369VAZBw_0000,linkedin is the worlds largest business network helping professionals like suraj shah location harrow united kingdom industry airlines aviation stansted southampton glasgow and aberdeen airports how to manage and maintain shree raj saubhag satsang mandal uk harrow bereavement care age uk digital trainer consultant and coach for charities and businesses serving bereaved older people focusing on user persona development goaloriented user journeys digital training web content management data protection stakeholder alignment workshops campaign measurement and reporting we have an opportunity to massively care for the wellbeing of every single passenger by delivering a rich personalised service through our single customer view digital trainer specialising in digital marketing strategy content management systems and digital analytics digital editor specialising in digital marketing strategy content management systems and digital analytics digital marketing user experience consultant for organisations serving bereaved elders service crm manager transforming heathrow through personalised service digital manager heathrowcom mobile apps digital editor at heathrow founder at solace digital,['harrow'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
152,CHxCBa8CU4eyICFnRE71cw_0000,throughout my career i have held various multifaceted roles within customeroriented sectors and i am certain that the exposure has provided me with extensive applicable knowledge and insight that have directly contributed to my progressive career thus far i hold skills that have been naturally progressive for me such as my ability to communicate and convey messages effectively my attention to detail and relationship management skills to connect with me and discuss further i can be contacted at aangelovicova gmailcom a highly competent thoroughly trained wellmotivated energetic and enthusiastic assistant catering management professional with experience of working in a diversity of sectors in the industry possessing a strong will an the stamina to persevere with task or projects until successful conclusion is reached customer focused with great attention to detail thus providing a high level of service highly motivated and experienced in coordinating hospitality projects conferences and major events i am a versatile and flexible employee who can recruit train and manage staff while facilitating the smooth flow of events my communication and networking skills enable me to assist with public relations and maintain positive relationship with clients assistant catering manager aramark university of westminster assistant manager at the white brasserie co currently seeking new opportunities,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
153,Cnd9CgHPaS3ZAQFVgbdZtg_0000,senior finance manager with demonstrated success in management corporate finance commercial lending healthcare treasury real estate banking and financial services worked for fortune 500 firms as well as small entrepreneurial companies diverse background in financial analysis credit budgets business valuations cash management process improvement business case development and strategic planning advanced organizational and negotiation skills with the ability to prioritize multiple and complex projects exercise a high degree of discretion mature judgment and tact in handling issues that are confidential in nature led cross functional teams that collaborate to solve complex business issues strongly committed about making a difference in the lives of our customers as well as associates that i get to work with everyday assistant director at university of california san francisco inside sales account mgmt ii at dell,['dell'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
154,COXQbKF5nJ51U7hQ8dGOIg_0000,nobody cares how much you know until they know how much you care pragmatic team player with an international outlook hr professional and certified business coach with a strong business acumen and crossculture experience enthusiastic engaged and intentional with a high workload capacity and committed to high impact journeys pragmatic team player with an international outlook hr professional and certified business coach with a strong business acumen and crossculture experience enthusiastic engaged and intentional with a high workload capacity and committed to achieving excellent results pragmatic team player with an international outlooknnrecruitment and hr professional with a strong business understanding and crosscultural insightsnnenthusiastic and motivated with a high workload capacity and commited to achieving excellent results hr business partner oberlo a shopify company director hr chro at scada international vp people culture at 8fit,['shopify'],['shopify'],['shopify'],['shopify'],[],[],[],1,0,0,1.0,1.0,1.0
155,cuRBhY5kOVcCiDN95OnFmQ_0000,i analyze data to create actionable recommendations that help executives across industries make business decisions whether its ensuring pay equity across their workforce reducing turnover in trouble geographies or departments or maintaining the sustainability of a skilled and diverse workforce i work with business leaders to use data to separate the solutions from the noise as well as visualize and understand how best to execute mutually agreed upon recommendations i currently direct my firms efforts to apply data analysis techniques to inform our marketing strategy and general operations my responsibilities also include conducting market research on prospective clients business development and creating and revising marketing collateral i use my firms data to change how we think about communicate with and service our clients i critically evaluate each and every interaction we have with potential and current clients and find ways to better align our goals and actions with what they do and how they think through my academic and professional background i have developed excellent critical thinking communication and research skills that are perfectly suited to a consulting role senior workforce strategy analyst at mercer director of market analytics,['mercer'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
156,Cv90NyoT1PZ6JMDYaPBidA_0000,china isino predecessor was chemicals manufacturer which is the biggest factory for titanium dioxide in chinaits the key stateowned enterprise under the supervision of state owned assets supervision and administration commission of the state council sasac china isino speical produce titanium dioxide rutile and anatase lithopone kaolin our customer in all over the world hope we can have a chance work togetherwe also cooperation with sinopec for the epoxy resin our watertreatment chemicals manufacturer is was founded in 2001 and moved to the current site in 2008 with production expandation the company has a registered capital of 1028 million yuan produce tcca sdic and other water treatment chemicals the products mainly export to europe middleeast as well as latin american and south asia with annual production value of 16 million us dollars hope we can have a chance work together contact information sales manager sophie peng email info finetitaniumcom web wwwfinetitaniumcom mobile 008618515055760 tel 00861082462564 qq1438956563 skypesinuo_tio2 china isino predecessor was chemicals import and export corporation which is the biggest factory for titanium dioxide in chinaits the key stateowned enterprise under the supervision of state owned assets supervision and administration commission of the state council sasac nchina isino speical produce titanium dioxide rutile and anatase lithopone kaolin our customer in all over the world hope we can have a chance work togetherwe also cooperation with sinopec for the epoxy resin nnhope we can have a chance work together nncontact information nsales manager sophie peng nemail info finetitaniumcomnweb wwwfinetitaniumcomnmobile 008618515055760ntel 00861082462564nqq1438956563nskypesinuo_tio2 product manager titanium dioxide epoxy resin pigment carbon black lithopone,['skype'],[],['skype'],[],[],['skype'],[],0,0,1,0.0,0.0,0.0
157,CW5VEVthc9CErS9cX7mCgw_0000,product management executive with strong technical and general business skills experienced with strategy engineering marketing finance legal recruiting fundraising and more founded and ran a software company in the past comfortable operating at a very handson level as well as managing teams domain experience in security and security services networking and network management software content archiving regulatory compliance and more product management and marketing executive with strong technical and general business skills intimate with virtually every aspect of running a small medium high technology business including fundraising product development marketing and salesnndomain experience in network and security management software and services content archiving regulatory compliance and enterprise application development environments jonathan wolf product management director at dell secureworks location greater boston area industry computer software product management director at dell secureworks at secureworks product management marketing leader investment banking middle office vp products at allure security operations and supply chain,"['dell secureworks', 'dell']",['dell secureworks'],[],['dell secureworks'],[],[],['dell secureworks'],1,0,0,1.0,1.0,1.0
158,cWP0ZzRUjW1tSjXOlO9edA_0000,mission the mission of the cultural centers for academic excellence is to empower students as they navigate successful pathwasy though college in a way that honors preserves and substains diverse cultural value systems our programs services and mentoring promote the individual and academic advancement of our students in a culturally welcoming and dynamic environment goals to create communitycentered environments and opportunities that stimulate learning and academic engagement to assist students in leveraging the various academic and social resources and opportunities on campus to facilitate cross cultural learning experiences across campus to support identity development within a culturallygrounded framework attention somerville place former residentni need you to help me complete my doctorate degree for this spring summer 2013nni need to find as many somerville place residents from 1995 to the present there are 574 of you please message me or text me your email and cell phone informationnn please share this request with your circle of somerville friendsnthank you in advance for your supportnnms corliss p bennettndirectornusc center for black cultural student affairsndoctoral candidate class of 2013nmscpbennett gmailcom dissertation email n3104934318 director center for black cultural student affairs cbcsa at university of southern california director cultural centers for academic excellence ccae,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
159,d0m0d17c0zQAL56Qw9lo2w_0000,for 30 years construction information systems has been successfully implementing end to end business solutions in construction firms of all sizes and specialties we can assist you in every area sales data conversion implementation training consulting report writing and customization utilize our knowledge and experience to save time achieve a faster return on your investment and ensure your success construction software consulting computer hardware sales and service complete it services construction software sales implementation training data conversion custom report writing sage 100 and 300 construction real estate software formerly masterbuilder and timberline sage estimating sage service operations project operations bid management for 30 years construction firms of all specialties and sizes have hired cis to apply our experience and knowledge to convert their data implement their software train their staff and customize their software we offer hardware from lenovo dell hp and most other major brands our on staff it consultants are available to assist with all your it needs on site or remotely construction software consulting computer hardware sales and service complete it services construction software sales implementation training data conversion custom report writing sage 100 and 300 construction real estate software formerly masterbuilder and timberline sage estimating sage service operations project operations bid management construction software consultingncomputer hardware sales and servicenit servicesnconstruction software sales implementation and trainingnhelping construction firms streamline their businessnprocesses since 1985nnspecialties sage 100 formerly master builder gtco calcompnsage 300 formerly timberlinenswiftplannoncenter softwarenmy assistant software vp construction information systems inc integrated software solutions to the construction industry since 1985 vp construction information construction software consultants since 1985 vp at construction information systems inc,['dell'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
160,d2xmOwryxUIws0gqCBzNMw_0000,a multiskilled economist and project manager with over five years of experience in the economic sector a versatile strategist concept analyst and talented writer with excellent communication skills demonstrated through the development of numerous feasibility studies financial models and business plans for both the private and government sectors has proven management and leadership skills to guide processes from writing proposals to securing funding through to effective project management for successful implementation brings extensive experience working in multiculture environments demonstrating the diplomatic skills necessary to build winwin solutions gain community support and mould diverse opinions into consensus having served as a core member on several lean teams is highly a flexible team player able to simultaneously execute several functions on multiple projects while also mentoring colleagues nncurrently a greencard holder in the united states of america i am a multiskilled economist with a passion for data analysis i enjoy working with clients to help them distill what questions they want the data to answer i interrogate data sets through a combination of sql query excel constructed data based data models to draw out the underlying relationships and correlations in the data data visualization is the last step and i strive to create succinct and easy to interpret data dashboards using power bi and qlikview i am a versatile economist who has applied his technical analysis and professional writing to a broad spectrum of industries and applications through the development of feasibility studies financial models and business plans driven by underlying data analytics project manager at useit ethekwini waste materials recovery industry development cluster managing director at mybonsela,['qlikview'],['qlikview'],['qlikview'],['qlikview'],[],[],[],1,0,0,1.0,1.0,1.0
161,d3sBpLsn19JAgs2I3eoQLw_0000,a multiskilled economist and project manager with over five years of experience in the economic sector a versatile strategist concept analyst and talented writer with excellent communication skills demonstrated through the development of numerous feasibility studies financial models and business plans for both the private and government sectors has proven management and leadership skills to guide processes from writing proposals to securing funding through to effective project management for successful implementation brings extensive experience working in multiculture environments demonstrating the diplomatic skills necessary to build winwin solutions gain community support and mould diverse opinions into consensus having served as a core member on several lean teams is highly a flexible team player able to simultaneously execute several functions on multiple projects while also mentoring colleagues currently a greencard holder in the united states of america i am a multiskilled economist with a passion for data analysis i enjoy working with clients to help them distill what questions they want the data to answer i interrogate data sets through a combination of sql query excel constructed data based data models to draw out the underlying relationships and correlations in the data data visualization is the last step and i strive to create succinct and easy to interpret data dashboards using power bi and qlikview i am a versatile economist who has applied his technical analysis and professional writing to a broad spectrum of industries and applications through the development of feasibility studies financial models and business plans driven by underlying data analytics project manager at useit ethekwini waste materials recovery industry development cluster managing director at mybonsela,['qlikview'],['qlikview'],['qlikview'],['qlikview'],[],[],[],1,0,0,1.0,1.0,1.0
162,d3XbvRvoLfV236lraetabA_0000,as a dynamic marketing strategist and product marketing manager i have garnered over 17 years of handson experience throughout my career i have demonstrated a keen acumen for defining value propositions and leveraging competitive intelligence through extensive marketing research namely in the payment card industry a forward thinker thriving in highperforming environments i always believe in using my holistic skills in attaining market growth and gaining a competitive edge the major assets that i bring to every aspect of my work include thought leadership excellent communication and an innate ability to build strong professional relationships i am always interested in extending my professional network and can be contacted either via linkedin or on kwm8371 gmailcom specialties marketing go to market planning product development strategy development payment card industry growth strategies sales enablement new product design vendor relations competitive analysis project management business development as a dynamic marketing strategist and product manager i have garnered over 17 years of handson experience throughout my career i have demonstrated a keen acumen for defining value propositions and leveraging competitive intelligence through extensive marketing research namely in the payment card industrynna forward thinker thriving in highperforming environments i always believe in using my holistic skills in attaining market growth and gaining a competitive edge the major assets that i bring to every aspect of my work include thought leadership excellent communication and an innate ability to build strong professional relationshipsnni am always interested in extending my professional network and can be contacted either via linkedin or on kwm8371 gmailcom nnspecialties marketing go to market planning product development strategy development payment card industry growth strategies sales enablement new product design vendor relations competitive analysis project management business development specialties marketing go to market planning product development strategy development payment card industry growth strategies sales enablement new product design vendor relations competitive analysis project management business development pragmatic marketing certification product marketing strategy go to market planning product marketing strategy at merchant esolutions,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
163,d8gb7mbJusvOwo1ARbKSAA_0000,i am visually talented good with handcrafts get along with different people and im not afraid of social situations i am looking for an interesting job where i can use my skills and learn few more if your company or team needs a good and friendly guy i may be the one im open for suggestions ideas and propositions nni would love to create new things design and work with my hands visual perspective great interest in how stuff is made works engineer way of design and abstract thinking are my createst assets i am a problem solver and creator by heart nnim one of those people who are called in when help is needed i am trustworthy and i get things done nnif you want to know more about me just drop a message here or by email teemukekalainen gmailcom i work currently as a mechanical engineer designer and run a parttime business as blacksmith i design complex machinery with cad and make fea on them and i create machines and products from metal and wood i am always open to new challenges and work opportunities especially environmentally oriented work would be really interesting pragmatic problem solver and big thinker i am usually called to help when people need to get something done i own a company called muotos oy i create things from metal and wood entrepreneur at muotos oy,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
164,DEjsIvsBztO8Ln4l-Gy4Dg_0000,17 years of vast engineering planning supply chain logistics operation strategic development engineering trade advocacy experiences in semiconductors biz segment solid global and regional people management experience nncultural diversified worked in malaysia vietnam and chinannspecialties greenfiled startup experience vietnam and china customs and regulatory exposurennfluent in mandarin english malays and a few chinese dialects such as cantonese hakka hokkien 18 years of vast engineering planning supply chain logistics operation strategic development engineering trade advocacy experiences in semiconductors biz segment solid global and regional people management experience cultural diversified worked in malaysia vietnam and china specialties greenfiled startup experience vietnam and china customs and regulatory exposure fluent in mandarin english malays and a few chinese dialects such as cantonese hakka hokkien global logistics analytics optimization manager at intel corporation cultural diversified worked in malaysia vietnam and china industrial engineering system engineering equipment process engineering and data analytics team,['intel'],['intel'],['intel'],['intel'],[],[],[],1,0,0,1.0,1.0,1.0
165,deVQasa0WG2vgAdu1VXFmw_0000,i am a recent graduate of the university of michigan with a bachelor of arts is sport management i am currently the detroit tigers foundation intern and am interested in the community outreach relations and overall philanthropy of sport within the last year i was a member of a number of student groups in ann arbor including the service fraternity alpha phi omega where i held several chair positions and the christian fraternity beta upsilon chi where i served as the secretary i am also the coach of the university of michigan club baseball team and was the retreats intern at st mary student parish in 201617 i am a junior at the university of michigan pursuing a bachelor of arts is sport management i am interested in the community outreach relations and overall philanthropy of sport as well as multimedia production i am currently a member of a number of student groups in ann arbor including the service fraternity alpha phi omega where i hold several chair positions i am also a member of the university of michigan club baseball team beta upsilon chi christian fraternity and st mary student parish foundation intern at detroit tigers student at university of michigan,['omega'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
166,DhMnBP7bof8ttjESBnumiQ_0000,hello my name is cory woodruff and i enjoy creating media with a strong visual appeal my passion for creating high quality visuals flows from my mission to produce media that uplifts encourages and inspires others when working with a team i make it my top priority to listen to my colleagues and make quick decisions to make sure we come up with the best results as a selfstarter i have run my own production company since my junior year of high school and have since loved working with clients to understand their vision and use my visual skills to tell my clients story with clarity and quality that will inspire and engage our audience i want to help tell your story with high production quality that will engage your audience please contact me at 513 2066392 or corypwoodruff gmailcom to view my work and learn more about me visit my website and view my demo reel linked below i strive to create media with a strong visual appeal but my passion flows from my mission to produce media that uplifts encourages and inspires others nnto view my work and learn more about me visit my website linked below owner + director of photography scout media co llc founder + visual specialist scout media co llc owner scout media co llc,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
167,DIp8XABTi8SD0KccNLsUgQ_0000,hi professionals i am a graphic designer and achieve bachelor of arts graphic design at raffles college of higher education singapore 2013 my big passion has awarded me with an appreciation achievement as the best visual communication from bonia 2013 nn3+ years of experience in design industry currently hold a position as a sole graphic artist to elevate presentation of artworks in digital media also demonstrate offair apprehension with fox international channels the multinational enterprise has drives me job functions to generate electronic programs awareness collaborates local campaigns merging marketing offair promotions execute premiums merchandises and pre press premiere screeningsnngreat things are done by a series of small things brought together vincent van gogh i accept as true in order to fulfil great outturn curiosity positivity and being collaborative are the strongest keys hi professionals im a bachelor of arts graphic design at raffles college of higher education singapore 2013 my big passion has awarded me with an appreciation achievement as the best visual communication from bonia 2013 3+ years of experience in design industry currently hold a position as a sole graphic artist to elevate presentation of artworks in digital media also demonstrate offair apprehension with fox international channels the multinational enterprise has drives me job functions to generate electronic programs awareness collaborates local campaigns merging marketing offair promotions execute premiums merchandises and press screenings great things are done by a series of small things brought together vincent van gogh i accept as true in order to fulfil great outturn curiosity positivity and being collaborative are the strongest keys 3+ years of experience in design industry currently hold a position as marketing executive at fox networks group the multinational enterprise has drives me job functions to generate awareness with event management designing corporate collaterals and leverage in costeffective marketing strategy great things are done by a series of small things brought together vincent van gogh i accept as true in order to fulfil great outturn curiosity positivity and being collaborative are the strongest keys latest design portfolio can be accessed on https wwwbehancenet indirachristiani marketing executive at fox international channels at fox international channels asia marketing executive at fox international channels asia graphic designer at fox international channels marketing executive at fox networks group asia,['behance'],[],['behance'],[],[],['behance'],[],0,0,1,0.0,0.0,0.0
168,DIv4OeBqPvTQm1FO1Hws3w_0000,strategic brand marketing specialist and project manager event planner with creative solutions and an intense attention to detail with immaculate organizational skills strong social media skills for businesses and clients managing brands with engaging content and an original voice an innovative thinker with a passion for creativity and originality strategic brand marketing project manager event planner with creative solutions and an intense attention to detail with immaculate organizational skills strong social media skills for businesses and clients managing brands with engaging content and an original voice an innovative thinker with a passion for creativity and originality event marketing professional with proven results delivering impact innovative brand marketer with experience in product launches brand building awareness driving experiences sponsorship and partnerships and more a team leader with oversight of direct and indirect reports encouraging career growth through coaching and mentoring senior manager client services and event management at pierce promotions senior manager client services at pierce promotions and event management sr analyst global alliances marketing programs and events at dell emc director at pierce promotions,['dell'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
169,dkZgCNamCRrPBlbYBQkTHQ_0000,datadriven marketing and communications leader with 10+ years experience in content strategy campaign management lead acquisition and building positive work cultures of empowered purposedriven team members in my previous role as director of marketing and social impact i drove full stack marketing operations branding strategy and tech for good initiatives at kintone a nocoding required business app platform on a mission to make teamwork better i spent seven years as a journalist serving as a cbs san francisco digital producer npr contributor patagon journal deputy editor and reporter for several publications including the chicago tribune im passionate about building partnerships in the tech for good space social entrepreneurship and womens leadership in my free time youll likely find me putting my master gardener skills to use at the lake merritt trials garden in oakland learn more about kintones recent social impact challenge at impactkintonecom content marketing manager at kintone a cloud service transforming business director of marketing and social impact at kintone greenthumbed marketing + branding creative,['kintone'],['kintone'],['kintone'],['kintone'],[],[],[],1,0,0,1.0,1.0,1.0
